Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Provision for Loan Losses;Non-Cash Items;Change in Working Capital;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Loans & Interbank;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Effect of Foreign Exchange Rates;Net Change in Cash
CARE;11818501;USD;2024;FY;2024-12-31;2025-03-07;2026-03-05;22817149;22817149;24523000;10647000;-5046000;12466000;-5652000;36938000;-8133000;-135888000;;-68402000;;-323400000;;108106000;;76642000
CARV;11035484;USD;2020;FY;2021-03-31;2021-06-29;2022-07-14;3415154;3415154;-3896000;1017000;-100000;-6000;5197000;2212000;-256000;-55148000;;-76984000;;23705000;8874000;102823000;;28051000
CARV;11035484;USD;2021;FY;2022-03-31;2022-07-14;2023-06-29;3588523;3588523;-847000;1029000;603000;396000;5971000;7152000;-192000;-96154000;;-79079000;;-21202000;6998000;57354000;;-14573000
CASH;6767715;USD;2021;FY;2021-09-30;2021-11-23;2023-11-21;31729596;31751522;145745000;59047000;49766000;281380000;45707000;581645000;-37538000;-493838000;;-1118402000;-6400000;-5643000;-96842000;422933000;476000;-113348000
CASH;6767715;USD;2022;FY;2022-09-30;2022-11-22;2024-11-26;29227071;29232247;159354000;61601000;28538000;51798000;-32482000;268809000;-368315000;366523000;;-310872000;-5921000;-57826000;-165348000;117818000;-1736000;74019000
CATC;7962900;USD;2020;FY;2020-12-31;2021-03-15;2023-03-16;6289481;6344409;31959000;-8134000;;20613000;-7641000;36797000;-2218000;-39300000;43063000;-58928000;-13083000;-234989000;;36581000;;14450000
CATY;6767519;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;78268369;78570638;298304000;7956000;-16008000;75858000;-31793000;334317000;-3728000;-715862000;;-859924000;-99322000;-130000000;-163541000;1554233000;;1028626000
CATY;6767519;USD;2022;FY;2022-12-31;2023-02-28;2025-02-28;76566481;76914817;360642000;9958000;14543000;55158000;27056000;467357000;-3390000;-1272235000;-73882000;-1849400000;-100955000;465000000;-137596000;94741000;;-1287302000
CATY;6767519;USD;2023;FY;2023-12-31;2024-02-29;2026-03-02;72573025;72862628;354124000;8371000;25978000;75067000;-78798000;384742000;-3401000;-1327048000;;-1477080000;-98638000;55000000;-13176000;758737000;;-333601000
CATY;6767519;USD;2024;FY;2024-12-31;2025-02-28;2026-03-02;72068850;72327017;285979000;7183000;37500000;47322000;-48829000;329155000;-3636000;136942000;;184030000;-97967000;-480000000;-81770000;-302466000;;210719000
CBAN;12444275;USD;2020;FY;2020-12-31;2021-03-23;2022-03-18;9498783;9498783;11815000;5859000;6558000;271489000;-314815000;-19094000;-843000;-94623000;;-130266000;-3800000;3710000;;228774000;;79414000
CBAN;12444275;USD;2021;FY;2021-12-31;2022-03-18;2023-03-16;11254130;11254130;18659000;8628000;700000;450436000;-442319000;36104000;-4461000;28450000;37511000;-208332000;-4463000;104110000;;185954000;;13726000
CBAN;12444275;USD;2022;FY;2022-12-31;2023-03-16;2024-03-14;17191079;17191079;19542000;11629000;3370000;340308000;-325143000;49706000;-2376000;-399871000;;-448193000;-7158000;213800000;58928000;281933000;;-116554000
CBAN;12444275;USD;2023;FY;2023-12-31;2024-03-14;2025-03-14;17578294;17578294;21747000;8702000;3600000;246780000;-259846000;20983000;-2773000;-148601000;;-98752000;-7722000;158971000;-406000;80413000;;2644000
CBAN;12444275;USD;2024;FY;2024-12-31;2025-03-14;2026-03-13;17557743;17557743;23868000;8130000;3050000;291728000;-303375000;23401000;266000;36966000;;101158000;-7899000;69362000;-1305000;23153000;;147712000
CBFV;9075998;USD;2020;FY;2020-12-31;2021-03-17;2022-03-11;5406290;5406290;-10640000;3340000;4000000;51384000;-34007000;14077000;-296000;-89594000;;-36896000;-5183000;4484000;-1998000;103513000;;80694000
CBFV;9075998;USD;2021;FY;2021-12-31;2022-03-11;2023-03-10;5382441;5392729;11570000;2435000;-1125000;9690000;-9515000;13055000;-1540000;25108000;;-157734000;-5168000;7812000;-4045000;103442000;;-41237000
CBFV;9075998;USD;2022;FY;2022-12-31;2023-03-10;2024-03-13;5136670;5149312;11247000;2704000;3784000;-216000;-3368000;14151000;-29000;-2143000;;-28307000;-4920000;-34206000;-4582000;-1818000;;-15974000
CBFV;9075998;USD;2023;FY;2023-12-31;2024-03-13;2025-03-19;5113978;5122916;22550000;2737000;-502000;-13734000;820000;11871000;-3246000;-45393000;26924000;-52362000;-5111000;11940000;-471000;5014000;;-35477000
CBKM;259775;USD;2021;FY;2021-06-30;2021-09-16;2022-09-15;3019118;3019118;8988000;967000;850000;288000;2920000;14013000;-1137000;-17661000;;-89001000;-1785000;-7851000;;83858000;;8870000
CBKM;259775;USD;2022;FY;2022-06-30;2022-09-15;2023-09-07;3016107;3016107;11192000;1045000;735000;992000;983000;14947000;-1459000;-23558000;66552000;-65222000;-1949000;-702000;174000;52698000;;2423000
CBKM;259775;USD;2023;FY;2023-06-30;2023-09-07;2024-09-06;3071473;3096552;10674000;1107000;855000;21967000;-20942000;13661000;-1821000;-97665000;;-92564000;-2095000;5592000;;69706000;;-9197000
CBKM;259775;USD;2024;FY;2024-06-30;2024-09-06;2025-09-05;3109263;3109263;8580000;1152000;619000;119000;-747000;9723000;-983000;-47114000;;-30793000;-2246000;8573000;;27038000;;5968000
CBNK;10656598;USD;2020;FY;2020-12-31;2021-03-15;2022-03-15;13793000;13800000;25823000;;11242000;1268617000;-1300225000;5457000;-267000;-348337000;;-385512000;;98157000;-2798000;412141000;;32086000
CBNK;10656598;USD;2021;FY;2021-12-31;2022-03-15;2023-03-15;13798620;14081403;39978000;;3359000;1094932000;-1006193000;132076000;3169000;-117359000;;-238231000;-1382000;-36036000;967000;142640000;;36485000
CBSH;593216;USD;2020;FY;2020-12-31;2021-02-24;2023-02-22;148584002;148584002;353885000;43769000;137190000;325067000;-235919000;623992000;-31256000;-1643775000;;-5390504000;-127568000;245995000;-204174000;6067032000;;1300520000
CBTX;6767595;USD;2020;FY;2020-12-31;2021-02-26;2023-03-15;24761000;24803000;45534000;7638000;27374000;201000;-19684000;61063000;-3155000;-592793000;;-961104000;-8165000;548402000;-16013000;976559000;;76518000
CBTX;6767595;USD;2021;FY;2021-12-31;2022-02-25;2024-02-29;24432000;24544000;81553000;7550000;-2322000;14415000;6185000;107381000;-1194000;796687000;;-234043000;-9697000;-65569000;-1847000;461405000;;334743000
CBTX;6767595;USD;2022;FY;2022-12-31;2023-03-15;2025-03-03;34738000;35007000;51432000;14254000;;54341000;-10961000;109066000;-1489000;-1277091000;370448000;-636575000;-15378000;-26000000;-23605000;141705000;;-385804000
CBTX;6767595;USD;2023;FY;2023-12-31;2024-02-29;2026-02-26;53229000;53313000;130497000;34467000;;-9501000;12754000;168217000;2123000;-143481000;;295254000;-27698000;275189000;-76000;-435939000;;27532000
CBTX;6767595;USD;2024;FY;2024-12-31;2025-03-03;2026-02-26;53469000;53510000;115003000;32027000;;-15275000;864000;132619000;2997000;535420000;;246091000;-28308000;135526000;-3340000;133269000;;511979000
CBU;6767453;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;52969000;53321000;164676000;30260000;14212000;-12726000;-16939000;179483000;-14395000;-185131000;34360000;-398720000;-87131000;18846000;15606000;1660012000;;1440775000
CBU;6767453;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;53977000;54400000;189694000;29643000;-8839000;-10016000;2064000;202546000;-13176000;49929000;-29329000;-1530775000;-91051000;-41378000;4715000;1557488000;;229259000
CBU;6767453;USD;2022;FY;2022-12-31;2023-03-01;2025-02-28;54043875;54509770;188081000;29625000;14773000;-11648000;-6231000;214600000;-10490000;-1003741000;-668000;-2138985000;-93387000;790237000;-15430000;259217000;;-1665168000
CBU;6767453;USD;2023;FY;2023-12-31;2024-02-29;2026-02-27;53601000;53725000;131924000;27502000;11203000;56685000;1106000;228420000;-11112000;-923280000;-8517000;335776000;-95102000;-372429000;-29001000;-583130000;;-18934000
CBU;6767453;USD;2024;FY;2024-12-31;2025-02-28;2026-02-27;52755000;52883000;182481000;27935000;22773000;14965000;-5878000;242276000;-14960000;-765581000;-15620000;-835617000;-95777000;224885000;-38745000;599383000;;6042000
CCB;7962838;USD;2022;FY;2022-12-31;2023-03-16;2025-03-17;12949266;13514952;40625000;1809000;79064000;-8722000;-45678000;67098000;-2838000;-930718000;;-987948000;;-5374000;1468000;449828000;;-471022000
CCNE;7962896;USD;2020;FY;2020-12-31;2021-03-04;2023-03-03;16000000;16000000;32743000;;15354000;78277000;-97616000;28758000;-4978000;-237635000;72852000;-168680000;-12128000;474545000;59735000;479642000;;339720000
CFBK;12444609;USD;2020;FY;2020-12-31;2021-03-23;2023-03-31;6029097;6106987;29608000;-1129000;10915000;-158910000;-3949000;-123465000;-385000;1439000;-1839000;-259754000;-195000;192926000;-612000;558934000;;175715000
CFBK;12444609;USD;2021;FY;2021-12-31;2022-03-16;2024-03-29;6508156;6650447;18453000;-2070000;-1600000;2594323000;-2355803000;253303000;-2591000;-296548000;-1468000;-419148000;-848000;-124700000;-2926000;110842000;;-55003000
CFFI;9075922;USD;2020;FY;2020-12-31;2021-03-03;2023-02-28;3648696;3648696;22424000;4189000;11080000;1640072000;-1758139000;-80374000;-9890000;16037000;27105000;-183286000;-5546000;-97707000;-1061000;184896000;;-78764000
CFFN;7962638;USD;2021;FY;2021-09-30;2021-11-24;2023-11-29;135481232;135495595;76082000;10950000;-8510000;-2605000;-1450000;74467000;-6791000;158186000;;-326668000;-117890000;-208077000;-4244000;82785000;;-169416000
CFFN;7962638;USD;2022;FY;2022-09-30;2022-11-23;2024-11-27;135700447;135700447;84453000;10737000;337000;-3942000;5716000;97301000;-5557000;-381561000;;-167576000;-103131000;547500000;;49177000;;-21098000
CFFN;7962638;USD;2023;FY;2023-09-30;2023-11-29;2025-11-26;133225000;133225000;-101659000;10108000;6838000;139451000;-7207000;47531000;-6281000;-156175000;;-329103000;-83172000;745328000;-23453000;477983000;;196411000
CFFN;7962638;USD;2024;FY;2024-09-30;2024-11-27;2025-11-26;130670780;130670780;38010000;8703000;1259000;1527000;-18315000;31184000;-6555000;83174000;;629109000;-44522000;-702191000;-19448000;-688591000;;-28298000
CFG;378202;USD;2020;FY;2020-12-31;2021-02-23;2023-02-17;427062537;428157780;1057000000;578000000;1616000000;-194000000;-2946000000;111000000;-118000000;-8118000000;-3000000;-6136000000;-770000000;-5818000000;125000000;15372000000;;9347000000
CFG;378202;USD;2021;FY;2021-12-31;2022-02-23;2024-02-16;424697880;426868106;2319000000;625000000;-411000000;704000000;-962000000;2275000000;-124000000;-6031000000;-165000000;-10486000000;-783000000;-1507000000;-249000000;4636000000;;-3575000000
CFG;378202;USD;2022;FY;2022-12-31;2023-02-17;2025-02-13;475959815;477803142;2073000000;565000000;474000000;132000000;875000000;4119000000;-126000000;-6244000000;-255000000;-12637000000;-892000000;4831000000;-153000000;9907000000;;1389000000
CFR;419929;USD;2020;FY;2020-12-31;2021-02-05;2023-02-03;62727053;63003837;331151000;64370000;241230000;-5165000;-107343000;524243000;-89361000;-2818860000;;-1631047000;-182600000;421655000;-7776000;7607476000;;6500672000
CFR;419929;USD;2021;FY;2021-12-31;2022-02-04;2024-02-06;63652000;64097000;443079000;69289000;;123027000;15205000;650600000;-57997000;3145815000;;-2527322000;-195943000;636324000;50553000;8170869000;;6294147000
CFR;419929;USD;2022;FY;2022-12-31;2023-02-03;2025-02-06;63652000;64097000;579150000;71344000;;105545000;-31410000;724629000;-99853000;-821656000;;-8279377000;-216455000;1945567000;12268000;2999880000;;-4554868000
CFR;419929;USD;2023;FY;2023-12-31;2024-02-06;2026-02-05;64204239;64404833;597973000;76442000;;102672000;-296305000;480782000;-156765000;218023000;;-944688000;-238998000;-570903000;-33421000;-2876950000;;-3340856000
CFR;419929;USD;2024;FY;2024-12-31;2025-02-06;2026-02-05;64120455;64262646;582542000;82817000;;96238000;229758000;991355000;-125144000;-1839534000;;-182702000;-249121000;223528000;-38258000;738329000;;1546982000
CHCO;6767633;USD;2024;FY;2024-12-31;2025-02-26;2026-02-25;14676000;14697000;117101000;13199000;1820000;13117000;-13341000;131896000;-2608000;-147840000;;-252260000;-43482000;257717000;-17202000;189477000;;69113000
CHMG;9075924;USD;2022;FY;2022-12-31;2023-03-22;2024-03-13;4684000;4684000;28783000;6002000;-554000;9430000;-7204000;36457000;-426000;-312359000;;-252835000;-5797000;45812000;-509000;245266000;;28888000
CHMG;9075924;USD;2023;FY;2023-12-31;2024-03-13;2025-03-14;4732000;4732000;25000000;2001000;3425000;9041000;-6879000;32588000;-462000;-144162000;;-82494000;-5840000;-109552000;285000;30884000;;-19022000
CHMG;9075924;USD;2024;FY;2024-12-31;2025-03-14;2026-03-13;4770000;4770000;23671000;1814000;-46000;16274000;-11898000;29815000;-3582000;-100464000;;-54104000;-7365000;77919000;-3533000;34477000;;10188000
CIT;335466;USD;2020;FY;2020-12-31;2021-02-19;2021-02-19;98405000;98405000;-615300000;327400000;800300000;199000000;-231000000;480400000;;1166500000;-706400000;1189100000;-171500000;25600000;;-345700000;2300000;1326100000
CIVB;9075840;USD;2020;FY;2020-12-31;2021-03-15;2023-04-03;16080863;16080863;32192000;3166000;10112000;297405000;-310221000;32654000;-1960000;-343348000;;-340982000;-7118000;-91260000;-13454000;398802000;;90474000
CLBK;883513;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;241463033;241463033;57603000;7591000;;29670000;-45820000;49044000;-4624000;66879000;155248000;257645000;;-646544000;-108340000;40721000;;347410000
CMA;378118;USD;2020;FY;2020-12-31;2021-02-09;2023-02-14;139000000;140000000;497000000;123000000;537000000;-114000000;-115000000;928000000;-74000000;-2136000000;;-6277000000;-383000000;323000000;-195000000;15298000000;;9949000000
CMA;378118;USD;2021;FY;2021-12-31;2022-02-16;2024-02-28;130769231;132870000;1168000000;135000000;-384000000;39000000;-324000000;634000000;-62000000;4067000000;;-1188000000;-392000000;;-695000000;7466000000;;6912000000
CMA;378118;USD;2022;FY;2022-12-31;2023-02-14;2024-02-28;134911243;136566000;1151000000;122000000;60000000;-60000000;-635000000;638000000;-79000000;-4824000000;;-9954000000;-376000000;3211000000;-15000000;-7081000000;;-16397000000
CMA;378118;USD;2023;FY;2023-12-31;2024-02-28;2024-02-28;132000000;133000000;881000000;106000000;89000000;-103000000;278000000;1251000000;-109000000;1265000000;;2317000000;-394000000;354000000;1000000;-348000000;;3220000000
CMTV;12444685;USD;2020;FY;2020-12-31;2021-03-26;2022-03-24;5345988;5345988;10758502000;894687000;1589000000;36426101000;-36993073000;12675217000;-452402000;-102746364000;;-116081220000;-3001560000;88335000;;169893711000;;66487708000
CMTV;12444685;USD;2021;FY;2021-12-31;2022-03-24;2023-03-27;5345988;5345988;13138338000;1104918000;624165000;17484178000;-18306919000;14044680000;-895739000;19139595000;0;-104593446000;-3435252000;-1698653000;;85857771000;;-4690995000
CMTV;12444685;USD;2022;FY;2022-12-31;2023-03-27;2023-03-27;5403938;5403938;13739940000;1141727000;978000000;12802652000;-12927074000;15735245000;-615549000;-59368049000;-2601000000;-95001755000;-3779313000;-213055000;;40047912000;;-39218598000
CNBKA;9076333;USD;2020;FY;2020-12-31;2021-03-10;2021-03-10;5567909;5567909;42209000;-1070000;5825000;-1069000;-1520000;44375000;-8376000;-558759000;;-750787000;-2490000;-193946000;;821719000;;115307000
CNOB;7962750;USD;2021;FY;2021-12-31;2022-02-24;2024-02-23;39626000;39886000;130353000;5737000;-5500000;66344000;5377000;202311000;-2670000;-596389000;974000;-689898000;-19210000;-7725000;101632000;449367000;;-38220000
CNOB;7962750;USD;2022;FY;2022-12-31;2023-02-24;2025-02-21;35286058;35286058;125211000;5548000;17750000;25579000;2743000;176831000;-2604000;-1292938000;;-1536321000;-29465000;389389000;-13003000;1362269000;;2779000
CNOB;7962750;USD;2023;FY;2023-12-31;2024-02-23;2026-02-24;38809000;38962000;87003000;5941000;8200000;37762000;-45990000;92916000;-7433000;-255556000;;-248063000;-31948000;936000;-17401000;129546000;;-25601000
CNOB;7962750;USD;2024;FY;2024-12-31;2025-02-21;2026-02-24;38270000;38481000;73793000;5657000;13800000;24762000;-57312000;60700000;-2518000;57941000;;55151000;-33317000;-245537000;-5820000;-2077000;;113774000
COF;378103;USD;2020;FY;2020-12-31;2021-02-25;2023-02-24;457800000;458900000;2714000000;3501000000;10264000000;7881000000;-7664000000;16699000000;-710000000;4136000000;-7000000;-14841000000;-740000000;-16480000000;-197000000;25164000000;;27022000000
COF;378103;USD;2021;FY;2021-12-31;2022-02-25;2024-02-23;422500000;424300000;12390000000;3481000000;-1944000000;10104000000;-11715000000;12310000000;-698000000;-33833000000;-669000000;-31501000000;-1422000000;3554000000;-7400000000;474000000;;-18717000000
COF;378103;USD;2022;FY;2022-12-31;2023-02-24;2025-02-20;422500000;424300000;7360000000;3210000000;5847000000;9074000000;-11679000000;13809000000;-934000000;-35885000000;-1176000000;-29738000000;-1178000000;8423000000;-4672000000;25131000000;;9202000000
COF;378103;USD;2023;FY;2023-12-31;2024-02-23;2026-02-19;382400000;383400000;4887000000;3226000000;10426000000;4313000000;-2277000000;20575000000;-961000000;-17822000000;-2785000000;-21920000000;;;;15172000000;;13827000000
COF;378103;USD;2024;FY;2024-12-31;2025-02-20;2026-02-19;382700000;383600000;4750000000;3237000000;11716000000;3715000000;-5255000000;18159000000;-1204000000;-21431000000;0;-26410000000;;;;14156000000;;5905000000
COFS;12444269;USD;2020;FY;2020-12-31;2021-04-01;2023-03-23;7521771;7531617;15613000;7706000;4000000;314182000;-333023000;8478000;-1852000;-79594000;;-250751000;;-23871000;134000;262234000;;19961000
COFS;12444269;USD;2021;FY;2021-12-31;2022-03-18;2024-03-13;7685459;7702714;22042000;12425000;;-5687000;-197090000;-168310000;-2759000;45384000;;-315365000;-7200000;73174000;-7647000;436043000;;-47632000
COLB;6481027;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;220218000;220218000;154244000;14893000;77700000;461513000;-516058000;192292000;-5772000;-669578000;;-1918785000;-95509000;-936578000;-20494000;2132586000;;406093000
COLB;6481027;USD;2021;FY;2021-12-31;2022-02-25;2024-02-27;219032000;219581000;420300000;31498000;-42651000;4856908000;-4603332000;662723000;-15478000;-488755000;;-1534275000;-183734000;-765000000;-80656000;1059992000;;188440000
COLB;6481027;USD;2022;FY;2022-12-31;2023-02-24;2025-02-25;216980000;217403000;336752000;28305000;84016000;2055659000;-1439703000;1065029000;-27086000;-3595515000;;-3533092000;-182273000;900000000;-4109000;1001085000;;-1466978000
COLB;6481027;USD;2023;FY;2023-12-31;2024-02-27;2026-02-26;195304000;195871000;534000000;150000000;106000000;473000000;-604000000;659000000;-36000000;-371000000;;114000000;-300000000;-850000000;-6000000;-1058000000;;-285000000
COLB;6481027;USD;2024;FY;2024-12-31;2025-02-25;2025-02-25;208463000;209337000;533675000;149869000;105924000;473737000;-604339000;658866000;-35665000;-370950000;;114571000;-300221000;-850000000;-5715000;-1057716000;;-284279000
