parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,percentage_of_operation,source_id,source_name,source_sector,source_subsector,iso3_country
Mainova AG,E100000003523,legal entity,529900V3S3C2QZPTD593,4295869544,DEU,DEU,,Mainova AG -> Integra  [unknown %] -> Thüga Holding GmbH & Co KGaA [61.59%] -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
Region of Hannover ,E100002016720,state,5299007EBFHY8MZO3V46,5039935149,DEU,DEU,,Region of Hannover  -> Versorgungs-und Verkehrsgesellschaft Hannover mbH [19.51%] -> enercity AG [75.09%] -> Integra  [unknown %] -> Thüga Holding GmbH & Co KGaA [61.59%] -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
N-ERGIE AG,E100000001889,legal entity,529900UXIUW801PQDI37,5000014285,DEU,DEU,,N-ERGIE AG -> Integra  [unknown %] -> Thüga Holding GmbH & Co KGaA [61.59%] -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
Kom9 Verwaltungs GmbH,E100002016722,legal entity,not found,5038061950,DEU,DEU,,Kom9 Verwaltungs GmbH -> KOM9 GmbH & Co KG [unknown %] -> Thüga Holding GmbH & Co KGaA [38.41%] -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
City of Chemnitz ,E100001011516,state,,4296773370,DEU,DEU,25.5,City of Chemnitz  -> Eins Energie in Sachsen GmbH & Co KG [25.5%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
City of Hannover ,E100002016719,state,5299008WQM9RY0KTVQ72,5000008708,DEU,DEU,,City of Hannover  -> Versorgungs-und Verkehrsgesellschaft Hannover mbH [80.49%] -> enercity AG [75.09%] -> Integra  [unknown %] -> Thüga Holding GmbH & Co KGaA [61.59%] -> Thüga AG [81.1%] -> Eins Energie in Sachsen GmbH & Co KG [39.9%] -> Altchemnitz power station [100.0%],,Eins Energie in Sachsen GmbH & Co KG,E100000001876,,,,6988,Altchemnitz power station,power,electricity-generation,DEU
Cargill Beteiligungs GmbH,E100001016656,legal entity,not found,5037627644,DEU,DEU,,Cargill Beteiligungs GmbH -> Cerestar Deutschland Holding GmbH [unknown %] -> Cargill Deutschland GmbH [unknown %] -> Anlage Krefeld DT power station [100.0%],,Cargill Deutschland GmbH,E100000002647,,,,447602,Anlage Krefeld DT power station,power,electricity-generation,DEU
Exor NV,E100001015412,legal entity,5493002ENHZ6NYET7405,5052536757,NLD,NLD,15.52,Exor NV -> Stellantis NV [15.52%] -> Opel Automobile GmbH [100.0%] -> Anlage Rüsselsheim power station [100.0%],,Opel Automobile GmbH,E100000003709,,,,452875,Anlage Rüsselsheim power station,power,electricity-generation,DEU
Établissements Peugeot Frères SA,E100002016497,legal entity,969500J8B509CGQ7C911,5000825953,FRA,FRA,7.74,Établissements Peugeot Frères SA -> Stellantis NV [7.74%] -> Opel Automobile GmbH [100.0%] -> Anlage Rüsselsheim power station [100.0%],,Opel Automobile GmbH,E100000003709,,,,452875,Anlage Rüsselsheim power station,power,electricity-generation,DEU
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,,small shareholder(s)  -> Stellantis NV [unknown %] -> Opel Automobile GmbH [100.0%] -> Anlage Rüsselsheim power station [100.0%],,Opel Automobile GmbH,E100000003709,,,,452875,Anlage Rüsselsheim power station,power,electricity-generation,DEU
Stellantis NV,E100000000747,legal entity,549300LKT9PW7ZIBDF31,5043319761,NLD,NLD,100,Stellantis NV -> Opel Automobile GmbH [100.0%] -> Anlage Rüsselsheim power station [100.0%],,Opel Automobile GmbH,E100000003709,,,,452875,Anlage Rüsselsheim power station,power,electricity-generation,DEU
Bpifrance Participations SA,E100002016498,legal entity,969500L8H4KWQN9BFU89,5000030363,FRA,FRA,6.65,Bpifrance Participations SA -> Stellantis NV [6.65%] -> Opel Automobile GmbH [100.0%] -> Anlage Rüsselsheim power station [100.0%],,Opel Automobile GmbH,E100000003709,,,,452875,Anlage Rüsselsheim power station,power,electricity-generation,DEU
natural person(s) ,E100000123261,person,not applicable,not applicable,,,9.95,natural person(s)  -> Exor NV [64.08%] -> Stellantis NV [15.52%] -> Opel Automobile GmbH [100.0%] -> Anlage Rüsselsheim power station [100.0%],,Opel Automobile GmbH,E100000003709,,,,452875,Anlage Rüsselsheim power station,power,electricity-generation,DEU
DADCO Alumina & Chemicals ,E100000000477,legal entity,549300MBAYC212SJZ615,5040931170,GGY,GGY,100,DADCO Alumina & Chemicals  -> Aluminium Oxid Stade GmbH [100.0%] -> AOS GmbH power station [100.0%],,Aluminium Oxid Stade GmbH,E100000002436,,,,451530,AOS GmbH power station,power,electricity-generation,DEU
District of Wesel ,E100002017000,state,391200ZJIYC4WBPULM40,not found,,DEU,,District of Wesel  -> Kreis Weseler Abfallgesellschaft mbH & Co KG [99.8%] -> Asdonkshof power station [unknown %],,Kreis Weseler Abfallgesellschaft mbH & Co KG,E100002015137,,,,49701339,Asdonkshof power station,power,electricity-generation,DEU
Kreis Weseler Abfallgesellschaft mbH & Co KG,E100002015137,legal entity,391200CO7HLYB4BT7531,4298170920,DEU,DEU,,Kreis Weseler Abfallgesellschaft mbH & Co KG -> Asdonkshof power station [unknown %],,Kreis Weseler Abfallgesellschaft mbH & Co KG,E100002015137,,,,49701339,Asdonkshof power station,power,electricity-generation,DEU
unknown ,E100000132388,unknown entity,not applicable,not applicable,,,0.88,unknown  -> Uniper SE [0.88%] -> Uniper Holding GmbH [100.0%] -> Uniper Kraftwerke GmbH [100.0%] -> Audorf power station [100.0%],,Uniper Kraftwerke GmbH,E100000004269,,,,25451685,Audorf power station,power,electricity-generation,DEU
Uniper SE,E100000000457,legal entity,549300UXRTWGIBZQ4J67,5051387035,DEU,DEU,100,Uniper SE -> Uniper Holding GmbH [100.0%] -> Uniper Kraftwerke GmbH [100.0%] -> Audorf power station [100.0%],,Uniper Kraftwerke GmbH,E100000004269,,,,25451685,Audorf power station,power,electricity-generation,DEU
Government of Germany ,E100001000253,state,529900AQBND3S6YJLY83,4296744588,DEU,DEU,99.12,Government of Germany  -> Uniper SE [99.12%] -> Uniper Holding GmbH [100.0%] -> Uniper Kraftwerke GmbH [100.0%] -> Audorf power station [100.0%],,Uniper Kraftwerke GmbH,E100000004269,,,,25451685,Audorf power station,power,electricity-generation,DEU
City of Augsburg ,E100002009160,state,967600PPG0VIU3A48D20,5038039563,DEU,DEU,,City of Augsburg  -> AVA Abfallverwertung Augsburg Kommunalunternehmen  [unknown %] -> AVA Augsburg power station [100.0%],,AVA Abfallverwertung Augsburg Kommunalunternehmen ,E100000132498,,,,44375158,AVA Augsburg power station,power,electricity-generation,DEU
AVA Abfallverwertung Augsburg Kommunalunternehmen ,E100000132498,legal entity,5299005DWN6GDCIPVN25,5087116115,DEU,DEU,100,AVA Abfallverwertung Augsburg Kommunalunternehmen  -> AVA Augsburg power station [100.0%],,AVA Abfallverwertung Augsburg Kommunalunternehmen ,E100000132498,,,,44375158,AVA Augsburg power station,power,electricity-generation,DEU
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,23.33,small shareholder(s)  -> ENGIE SA [70.47%] -> WSW Energie & Wasser AG [33.1%] -> Barmen power station [100.0%],,WSW Energie & Wasser AG,E100000004310,,,,449702,Barmen power station,power,electricity-generation,DEU
Blackrock Advisors LLC,E100001015833,legal entity,5493001LN9MRM6A35J74,4296341404,USA,USA,0.1,Blackrock Advisors LLC -> BlackRock Inc [5.07%] -> ENGIE SA [5.89%] -> WSW Energie & Wasser AG [33.1%] -> Barmen power station [100.0%],,WSW Energie & Wasser AG,E100000004310,,,,449702,Barmen power station,power,electricity-generation,DEU
City of Wuppertal ,E100002003325,state,5299006SMM12U9TV5F58,5000017143,DEU,DEU,66.49,City of Wuppertal  -> WSW Wuppertaler Stadtwerke GmbH [99.39%] -> WSW Energie & Wasser AG [66.9%] -> Barmen power station [100.0%],,WSW Energie & Wasser AG,E100000004310,,,,449702,Barmen power station,power,electricity-generation,DEU
ENGIE SA,E100000000382,legal entity,LAXUQCHT4FH58LRZDY46,4295866806,FRA,FRA,33.1,ENGIE SA -> WSW Energie & Wasser AG [33.1%] -> Barmen power station [100.0%],,WSW Energie & Wasser AG,E100000004310,,,,449702,Barmen power station,power,electricity-generation,DEU
The Vanguard Group Inc,E100001010595,legal entity,5493002789CX3L0CJP65,4297651992,USA,USA,0.17,The Vanguard Group Inc -> BlackRock Inc [8.66%] -> ENGIE SA [5.89%] -> WSW Energie & Wasser AG [33.1%] -> Barmen power station [100.0%],,WSW Energie & Wasser AG,E100000004310,,,,449702,Barmen power station,power,electricity-generation,DEU
BlackRock Inc,E100001000348,legal entity,549300LRIF3NWCU26A80,4295900990,USA,USA,1.95,BlackRock Inc -> ENGIE SA [5.89%] -> WSW Energie & Wasser AG [33.1%] -> Barmen power station [100.0%],,WSW Energie & Wasser AG,E100000004310,,,,449702,Barmen power station,power,electricity-generation,DEU
Government of France ,E100001000079,state,969500KCGF3SUYJHPV70,4296004552,FRA,FRA,7.82,Government of France  -> ENGIE SA [23.64%] -> WSW Energie & Wasser AG [33.1%] -> Barmen power station [100.0%],,WSW Energie & Wasser AG,E100000004310,,,,449702,Barmen power station,power,electricity-generation,DEU
WSW Wuppertaler Stadtwerke GmbH,E100000000460,legal entity,5299009ND87DUNR2Q640,4298174200,DEU,DEU,66.9,WSW Wuppertaler Stadtwerke GmbH -> WSW Energie & Wasser AG [66.9%] -> Barmen power station [100.0%],,WSW Energie & Wasser AG,E100000004310,,,,449702,Barmen power station,power,electricity-generation,DEU
Dodge & Cox ,E100001015644,legal entity,549300SV2HIB7EJR0U84,5000666594,USA,USA,5,Dodge & Cox  -> LyondellBasell Industries NV [5.0%] -> Basell Polyolefine GmbH [100.0%] -> Basell Polyolefine power station [100.0%],,Basell Polyolefine GmbH,E100000002506,,,,447488,Basell Polyolefine power station,power,electricity-generation,DEU
BlackRock Inc,E100001000348,legal entity,549300LRIF3NWCU26A80,4295900990,USA,USA,7.4,BlackRock Inc -> LyondellBasell Industries NV [7.4%] -> Basell Polyolefine GmbH [100.0%] -> Basell Polyolefine power station [100.0%],,Basell Polyolefine GmbH,E100000002506,,,,447488,Basell Polyolefine power station,power,electricity-generation,DEU
LyondellBasell Industries NV,E100000000741,legal entity,BN6WCCZ8OVP3ITUUVN49,5000737707,GBR,GBR,100,LyondellBasell Industries NV -> Basell Polyolefine GmbH [100.0%] -> Basell Polyolefine power station [100.0%],,Basell Polyolefine GmbH,E100000002506,,,,447488,Basell Polyolefine power station,power,electricity-generation,DEU
member/employee owned ,E100002001974,person,not applicable,not applicable,,,,member/employee owned  -> Dodge & Cox  [unknown %] -> LyondellBasell Industries NV [5.0%] -> Basell Polyolefine GmbH [100.0%] -> Basell Polyolefine power station [100.0%],,Basell Polyolefine GmbH,E100000002506,,,,447488,Basell Polyolefine power station,power,electricity-generation,DEU
The Vanguard Group Inc,E100001010595,legal entity,5493002789CX3L0CJP65,4297651992,USA,USA,9.63,The Vanguard Group Inc -> LyondellBasell Industries NV [9.63%] -> Basell Polyolefine GmbH [100.0%] -> Basell Polyolefine power station [100.0%],,Basell Polyolefine GmbH,E100000002506,,,,447488,Basell Polyolefine power station,power,electricity-generation,DEU
Access Industries Inc,E100000001131,legal entity,549300DAIPZBCXX3I892,5050266855,USA,USA,20.05,Access Industries Inc -> LyondellBasell Industries NV [20.05%] -> Basell Polyolefine GmbH [100.0%] -> Basell Polyolefine power station [100.0%],,Basell Polyolefine GmbH,E100000002506,,,,447488,Basell Polyolefine power station,power,electricity-generation,DEU
Blackrock Advisors LLC,E100001015833,legal entity,5493001LN9MRM6A35J74,4296341404,USA,USA,0.38,Blackrock Advisors LLC -> BlackRock Inc [5.07%] -> LyondellBasell Industries NV [7.4%] -> Basell Polyolefine GmbH [100.0%] -> Basell Polyolefine power station [100.0%],,Basell Polyolefine GmbH,E100000002506,,,,447488,Basell Polyolefine power station,power,electricity-generation,DEU
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,57.92,small shareholder(s)  -> LyondellBasell Industries NV [57.92%] -> Basell Polyolefine GmbH [100.0%] -> Basell Polyolefine power station [100.0%],,Basell Polyolefine GmbH,E100000002506,,,,447488,Basell Polyolefine power station,power,electricity-generation,DEU
Guaranty Nominees Ltd,E100001000615,legal entity,549300LC4RQNL1BFJ956,5048023953,GBR,GBR,,Guaranty Nominees Ltd -> BP PLC [26.19%] -> Bp International Ltd [unknown %] -> BP Russian Investments Ltd [unknown %] -> Rosneft PJSC [19.75%] -> Rosneft Deutschland GmbH [100.0%] -> Bayernoil Raffineriegesellschaft mbH [28.57%] -> Bayernoil Refinery power station [100.0%],,Bayernoil Raffineriegesellschaft mbH,E100000002511,,,,25455614,Bayernoil Refinery power station,power,electricity-generation,DEU
J.P. Morgan Capital Holdings Ltd,E100002007660,legal entity,549300Z1UDXFNOBBUI23,5000061056,GBR,GBR,,J.P. Morgan Capital Holdings Ltd -> Guaranty Nominees Ltd [unknown %] -> BP PLC [26.19%] -> Bp International Ltd [unknown %] -> BP Russian Investments Ltd [unknown %] -> Rosneft PJSC [19.75%] -> Rosneft Deutschland GmbH [100.0%] -> Bayernoil Raffineriegesellschaft mbH [28.57%] -> Bayernoil Refinery power station [100.0%],,Bayernoil Raffineriegesellschaft mbH,E100000002511,,,,25455614,Bayernoil Refinery power station,power,electricity-generation,DEU
RN-NeftKapitalInvest LLC,E100001015992,legal entity,not found,5034795826,RUS,RUS,2.74,RN-NeftKapitalInvest LLC -> Rosneft PJSC [9.6%] -> Rosneft Deutschland GmbH [100.0%] -> Bayernoil Raffineriegesellschaft mbH [28.57%] -> Bayernoil Refinery power station [100.0%],,Bayernoil Raffineriegesellschaft mbH,E100000002511,,,,25455614,Bayernoil Refinery power station,power,electricity-generation,DEU
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,14.45,small shareholder(s)  -> Eni SpA [72.27%] -> Eni Deutschland GmbH [100.0%] -> Bayernoil Raffineriegesellschaft mbH [20.0%] -> Bayernoil Refinery power station [100.0%],,Bayernoil Raffineriegesellschaft mbH,E100000002511,,,,25455614,Bayernoil Refinery power station,power,electricity-generation,DEU
Government of Russia ,E100001000094,state,,5067514243,RUS,RUS,11.54,Government of Russia  -> Federal Agency for State Property Management (Russia)  [100.0%] -> Rosneftegaz JSC [100.0%] -> Rosneft PJSC [40.4%] -> Rosneft Deutschland GmbH [100.0%] -> Bayernoil Raffineriegesellschaft mbH [28.57%] -> Bayernoil Refinery power station [100.0%],,Bayernoil Raffineriegesellschaft mbH,E100000002511,,,,25455614,Bayernoil Refinery power station,power,electricity-generation,DEU
Qatar Holding LLC,E100001000330,legal entity,549300ZQMTBNHCK6R412,5035487758,QAT,QAT,,Qatar Holding LLC -> QH Oil Investments LLC [unknown %] -> Rosneft PJSC [18.46%] -> Rosneft Deutschland GmbH [100.0%] -> Bayernoil Raffineriegesellschaft mbH [28.57%] -> Bayernoil Refinery power station [100.0%],,Bayernoil Raffineriegesellschaft mbH,E100000002511,,,,25455614,Bayernoil Refinery power station,power,electricity-generation,DEU
Rosneftegaz JSC,E100000121185,legal entity,not found,5000003686,RUS,RUS,11.54,Rosneftegaz JSC -> Rosneft PJSC [40.4%] -> Rosneft Deutschland GmbH [100.0%] -> Bayernoil Raffineriegesellschaft mbH [28.57%] -> Bayernoil Refinery power station [100.0%],,Bayernoil Raffineriegesellschaft mbH,E100000002511,,,,25455614,Bayernoil Refinery power station,power,electricity-generation,DEU
BP PLC,E100000001096,legal entity,213800LH1BZH3DI6G760,4295894740,GBR,GBR,,BP PLC -> Bp International Ltd [unknown %] -> BP Russian Investments Ltd [unknown %] -> Rosneft PJSC [19.75%] -> Rosneft Deutschland GmbH [100.0%] -> Bayernoil Raffineriegesellschaft mbH [28.57%] -> Bayernoil Refinery power station [100.0%],,Bayernoil Raffineriegesellschaft mbH,E100000002511,,,,25455614,Bayernoil Refinery power station,power,electricity-generation,DEU
Eni SpA,E100000000610,legal entity,BUCRF72VH5RBN7X3VL35,4295875633,ITA,ITA,20,Eni SpA -> Eni Deutschland GmbH [100.0%] -> Bayernoil Raffineriegesellschaft mbH [20.0%] -> Bayernoil Refinery power station [100.0%],,Bayernoil Raffineriegesellschaft mbH,E100000002511,,,,25455614,Bayernoil Refinery power station,power,electricity-generation,DEU
State Street Corp,E100001010596,legal entity,549300ZFEEJ2IP5VME73,4295904976,USA,USA,0.16,State Street Corp -> State Street Bank and Trust Co [100.0%] -> Moscow Exchange MICEX-RTS PJSC [5.35%] -> National Settlement Depository JSC [100.0%] -> Rosneft PJSC [10.7%] -> Rosneft Deutschland GmbH [100.0%] -> Bayernoil Raffineriegesellschaft mbH [28.57%] -> Bayernoil Refinery power station [100.0%],,Bayernoil Raffineriegesellschaft mbH,E100000002511,,,,25455614,Bayernoil Refinery power station,power,electricity-generation,DEU
Bp International Ltd,E100002007653,legal entity,G1KG0OQD10NOMCMLDZ35,5000001213,GBR,GBR,,Bp International Ltd -> BP Russian Investments Ltd [unknown %] -> Rosneft PJSC [19.75%] -> Rosneft Deutschland GmbH [100.0%] -> Bayernoil Raffineriegesellschaft mbH [28.57%] -> Bayernoil Refinery power station [100.0%],,Bayernoil Raffineriegesellschaft mbH,E100000002511,,,,25455614,Bayernoil Refinery power station,power,electricity-generation,DEU
QH Oil Investments LLC,E100001015989,legal entity,254900W06VWDI7411J60,5068473371,QAT,QAT,5.27,QH Oil Investments LLC -> Rosneft PJSC [18.46%] -> Rosneft Deutschland GmbH [100.0%] -> Bayernoil Raffineriegesellschaft mbH [28.57%] -> Bayernoil Refinery power station [100.0%],,Bayernoil Raffineriegesellschaft mbH,E100000002511,,,,25455614,Bayernoil Refinery power station,power,electricity-generation,DEU
